onset	duration	sample	value	event_code
0	n/a	0	resting_start	90
142.494	n/a	71247	resting_start	90
155.926	n/a	77963	instructed_toOpenEyes	20
175.926	n/a	87963	instructed_toCloseEyes	30
215.924	n/a	107962	instructed_toOpenEyes	20
235.924	n/a	117962	instructed_toCloseEyes	30
275.924	n/a	137962	instructed_toOpenEyes	20
295.922	n/a	147961	instructed_toCloseEyes	30
335.922	n/a	167961	instructed_toOpenEyes	20
355.922	n/a	177961	instructed_toCloseEyes	30
395.922	n/a	197961	instructed_toOpenEyes	20
415.922	n/a	207961	instructed_toCloseEyes	30
455.92	n/a	227960	instructed_toOpenEyes	20
460.465	n/a	230232.5	boundary	boundary
