onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.044	n/a	522	video_start	81
118.44	n/a	59220	video_stop	101
118.99	n/a	59495	break cnt	break cnt
142.848	n/a	71424	9999	9999
